name,year,price,driven,fuel,seller_type,transmission,owner,mileage,engine,power,torque,seats,location
Hyundai i20 Magna 1.2,2015,490000,21000,Petrol,,Manual,First,18.6,1197,81.83,,5,Delhi
Ford Ecosport 1.5 DV5 MT Trend,2013,625000,90000,Diesel,,Manual,First,22.7,1498,89.84,,5,Bangalore
BMW 3 Series GT 320d Luxury Line,2015,3300000,36255,Diesel,,Automatic,First,19.59,1995,184,,5,Hyderabad
BMW X5 xDrive 30d,2011,2700000,58000,Diesel,,Automatic,Second,11.7,2993,245,,5,Chennai
Honda Amaze S i-Vtech,2014,521000,48997,Petrol,,Manual,Second,18,1198,86.7,,5,Coimbatore
Ford EcoSport 1.5 Ti VCT MT Titanium,2014,575000,31130,Petrol,,Manual,First,15.85,1499,110.4,,5,Mumbai
Jaguar XF 3.0 Litre S Premium Luxury,2012,1658000,75668,Diesel,,Automatic,First,14.74,2993,270.9,,5,Coimbatore
Toyota Corolla 1.8 J,2015,1100000,12000,Petrol,,Manual,First,14.53,1798,138,,5,Delhi
Hyundai i10 Sportz,2014,280000,90000,Petrol,,Manual,Second,20.36,1197,78.9,,5,Pune
Mercedes-Benz New C-Class C220 CDI Executive Edition,2019,3799000,17320,Diesel,,Automatic,First,15.8,2148,170,,5,Kochi
Skoda Laura Ambiente 2.0 TDI CR MT,2011,365000,85000,Diesel,,Manual,Second,20,1968,108.5,,5,Delhi
Ford Endeavour 4x2 XLT,2007,600000,130000,Diesel,,Manual,First,13.1,2499,141,,7,Hyderabad
Ford Figo Petrol EXI,2013,454000,60328,Petrol,,Manual,First,15.6,1196,70,,5,Coimbatore
Honda Amaze S i-Vtech,2015,540000,34327,Petrol,,Manual,First,18,1198,86.7,,5,Kochi
Tata Indica Vista TDI LS,2014,330000,75000,Diesel,,Manual,First,19.1,1405,70,,5,Mumbai
Volvo XC60 D4 Summum,2012,1825000,86000,Diesel,,Automatic,Second,14.7,1985,163,,5,Hyderabad
Datsun Redi GO Sport,2017,310000,12000,Petrol,,Manual,First,22.7,799,53,,5,Bangalore
Hyundai EON Era Plus,2013,384000,57759,Petrol,,Manual,First,21.1,814,55.2,,5,Kochi
Maruti Alto 800 VXI,2016,244000,24300,Petrol,,Manual,First,22.74,796,47.3,,5,Kolkata
Volkswagen Polo Petrol Trendline 1.2L,2011,360000,66000,Petrol,,Manual,Second,16.47,1198,73.9,,5,Bangalore
Hyundai i10 Asta,2015,390000,75915,Petrol,,Manual,First,20.36,1197,78.9,,5,Mumbai
Nissan Sunny 2011-2014 XL,2013,290000,107000,Petrol,,Manual,Second,16.95,1498,97.7,,5,Chennai
Toyota Corolla Altis G,2008,350000,86000,Petrol,,Manual,Second,14.53,1798,138.1,,5,Chennai
Hyundai Verna CRDi ABS,2009,350000,160000,Diesel,,Manual,Second,18.1,1493,110,,5,Chennai
Maruti Alto 800 2016-2019 LXI Optional,2019,350000,3000,Petrol,,Manual,First,24.7,796,47.3,,5,Jaipur
Hyundai i20 Sportz 1.4 CRDi,2015,700000,72495,Diesel,,Manual,First,21.9,1396,88.76,,5,Hyderabad
Hyundai Verna 1.6 CRDi AT S,2016,870000,33000,Diesel,,Automatic,First,19.08,1582,126.2,,5,Chennai
Audi Q7 3.0 TDI Quattro Technology,2014,4500000,60000,Diesel,,Automatic,First,12.07,2967,241.4,,7,Hyderabad
Tata Indica V2 eLS,2016,180000,80103,Diesel,,Manual,First,25,1396,69,,5,Hyderabad
Chevrolet Spark 1.0 LS,2007,99000,42100,Petrol,,Manual,First,18,995,62,,5,Kolkata
Hyundai Grand i10 1.2 Kappa Magna,2018,480000,4500,Petrol,,Manual,First,18.9,1197,81.86,,5,Kolkata
Toyota Fortuner 4x4 MT TRD Sportivo,2014,1795000,97000,Diesel,,Manual,First,12.55,2982,169,,7,Mumbai
Hyundai Grand i10 1.2 Kappa Asta,2017,566000,51223,Petrol,,Manual,First,18.9,1197,81.86,,5,Kochi
Honda City 1.5 S MT,2009,310000,64000,Petrol,,Manual,First,17,1497,118,,5,Delhi
Hyundai Elite i20 Petrol Asta,2016,654000,56911,Petrol,,Manual,First,18.6,1197,81.86,,5,Kochi
Toyota Innova 2.5 G4 Diesel 8-seater,2015,1320000,147848,Diesel,,Manual,First,12.8,2494,102,,8,Hyderabad
Ford Mustang V8,2018,5680000,21290,Petrol,,Automatic,First,13,4951,395,,4,Kochi
Toyota Innova Crysta 2.8 GX AT,2019,1940000,14076,Diesel,,Automatic,First,11.36,2755,171.5,,7,Kochi
Maruti Zen Estilo 1.1 VXI BSIII,2007,165000,75180,Petrol,,Manual,First,18.2,1061,64,,5,Ahmedabad
Maruti Swift ZDi,2013,435000,92000,Diesel,,Manual,Second,22.9,1248,74,,5,Jaipur
Fiat Avventura MULTIJET Emotion,2015,650000,57266,Diesel,,Manual,First,20.5,1248,91.72,,5,Hyderabad
Maruti Zen Estilo VXI BSIII,2007,111000,64000,Petrol,,Manual,First,18.2,998,67.1,,5,Delhi
Renault Duster 85PS Diesel RxL,2013,550000,41000,Diesel,,Manual,First,19.87,1461,83.8,,5,Mumbai
Mitsubishi Pajero 2.8 SFX,2012,1100000,45999,Diesel,,Manual,First,10.5,2835,107.2,,6,Delhi
Maruti Celerio VXI AT,2015,390000,50000,Petrol,,Automatic,First,23.1,998,67.04,,5,Pune
Tata Indica V2 DLS BSIII,2013,180000,70000,Diesel,,Manual,First,17.88,1405,48.21,,5,Pune
Hyundai Elite i20 Petrol Asta,2016,622000,37540,Petrol,,Manual,First,18.6,1197,81.86,,5,Kochi
Maruti Celerio VXI AT,2014,430000,44000,Petrol,,Automatic,First,23.1,998,67.04,,5,Hyderabad
Hyundai Grand i10 1.2 Kappa Asta,2017,599000,22500,Petrol,,Manual,First,18.9,1197,81.86,,5,Hyderabad
Hyundai i20 1.2 Magna Executive,2017,600000,17431,Petrol,,Manual,First,18.6,1197,81.83,,5,Delhi
Hyundai Verna 1.6 SX VTVT (O),2014,585000,61566,Petrol,,Manual,First,17.1,1591,121.3,,5,Delhi
Land Rover Freelander 2 SE,2014,1994000,61730,Diesel,,Automatic,First,12.39,2179,147.51,,5,Kochi
Maruti Swift VXI BSIII,2009,290000,68000,Petrol,,Manual,First,16.1,1298,88.2,,5,Chennai
Honda Amaze SX i-VTEC,2014,425000,29000,Petrol,,Manual,First,18,1198,86.7,,5,Mumbai
Toyota Corolla Altis Diesel D4DG,2010,599000,156210,Diesel,,Manual,First,21.43,1364,87.2,,5,Hyderabad
Honda Amaze S Diesel,2013,330000,46500,Diesel,,Manual,First,27.4,1498,98.6,,5,Kolkata
Audi A6 3.0 TDI quattro,2009,808000,52830,Diesel,,Automatic,Second,16.77,2967,241.38,,5,Coimbatore
Maruti Wagon R VXI,2017,450000,39867,Petrol,,Manual,First,22.5,998,67.04,,5,Jaipur
Honda Mobilio E i DTEC,2014,650000,58972,Diesel,,Manual,First,24.2,1498,98.6,,7,Hyderabad
Honda CR-V 2.4 4WD AT,2006,390000,66000,Petrol,,Automatic,Second,10.1,2354,152,,5,Bangalore
Hyundai Verna 1.6 SX VTVT (O),2013,525000,52000,Petrol,,Manual,First,17.1,1591,121.3,,5,Delhi
Hyundai Santa Fe 4x4 AT,2014,1700000,58000,Diesel,,Automatic,First,11.72,2199,194.3,,7,Bangalore
Hyundai i10 Sportz AT,2012,350000,58000,Petrol,,Automatic,First,16.95,1197,78.9,,5,Ahmedabad
Ford Fusion Plus 1.4 TDCi Diesel,2008,300000,75000,Diesel,,Manual,Second,17.7,1399,68,,5,Hyderabad
Hyundai i10 Sportz,2015,487000,41008,Petrol,,Manual,Second,20.36,1197,78.9,,5,Coimbatore
Hyundai Xcent 1.1 CRDi SX Option,2014,600000,65000,Diesel,,Manual,First,24.4,1120,71,,5,Jaipur
Skoda Superb Style 2.0 TDI AT,2015,1550000,19000,Diesel,,Automatic,First,18.19,1968,174.5,,5,Mumbai
Ford Fiesta 1.4 Duratec EXI,2008,160000,74000,Petrol,,Manual,Second,16.6,1388,68,,5,Pune
Maruti Baleno Zeta Automatic,2017,725000,33000,Petrol,,Automatic,First,21.4,1197,83.1,,5,Pune
Skoda Laura 1.9 TDI MT Ambiente,2010,325000,95000,Diesel,,Manual,Second,17,1896,105,,5,Mumbai
Volkswagen Vento 1.5 TDI Comfortline,2012,340000,34000,Diesel,,Manual,First,20.64,1498,108.5,,5,Kolkata
Audi Q7 3.0 TDI Quattro Technology,2014,3050000,102865,Diesel,,Automatic,First,12.07,2967,241.4,,7,Coimbatore
Hyundai Verna VTVT 1.6 SX Option,2016,797000,52378,Petrol,,Manual,First,17,1591,121.3,,5,Kochi
Mercedes-Benz New C-Class 220 CDI AT,2012,1351000,38000,Diesel,,Automatic,First,14.84,2143,170,,5,Delhi
Honda Amaze S i-Dtech,2015,543000,60334,Diesel,,Manual,First,25.8,1498,98.6,,5,Kochi
Ford Fiesta 1.4 Duratec EXI Limited Edition,2010,260000,107000,Petrol,,Manual,First,16.6,1388,68,,5,Chennai
Hyundai i20 Magna Optional 1.2,2013,445000,445000,Petrol,,Manual,First,18.5,1197,82.9,,5,Bangalore
Maruti Alto 800 LXI,2017,275000,2196,Petrol,,Manual,First,22.74,796,47.3,,5,Kolkata
BMW 5 Series 530i Sedan,2010,875000,24000,Petrol,,Automatic,First,10.6,2996,258,,5,Kolkata
Fiat Grande Punto 1.4 Emotion,2015,541000,44846,Petrol,,Manual,Second,14.6,1368,88.7,,5,Coimbatore
Maruti Dzire AMT ZDI Plus,2018,855000,64035,Diesel,,Automatic,First,28.4,1248,73.75,,5,Kochi
Mahindra XUV500 W6 2WD,2014,825000,45600,Diesel,,Manual,First,15.1,2179,140,,7,Mumbai
Volvo XC90 2007-2015 D5 AT AWD,2014,2358000,102001,Diesel,,Automatic,First,11.1,2400,200,,7,Kochi
Hyundai i10 Sportz 1.2,2014,449000,47439,Petrol,,Manual,First,20.36,1197,78.9,,5,Coimbatore
Toyota Fortuner 3.0 Diesel,2010,1299000,193254,Diesel,,Manual,First,11.5,2982,171,,7,Hyderabad
Tata Nano XTA,2016,280000,29000,Petrol,,Automatic,First,21.9,624,37.48,,4,Bangalore
Renault Lodgy 110PS RxZ 8 Seater,2016,843000,51681,Diesel,,Manual,First,19.98,1461,108.5,,8,Coimbatore
Audi Q7 3.0 TDI Quattro Premium Plus,2015,4750000,50000,Diesel,,Automatic,First,12.07,2967,241.4,,7,Hyderabad
Honda City i VTEC CVT VX,2016,895000,42666,Petrol,,Automatic,First,18,1497,117.3,,5,Mumbai
Renault Duster 110PS Diesel RxL,2013,550000,65000,Diesel,,Manual,Second,19.01,1461,108.45,,5,Jaipur
Honda Amaze S i-VTEC,2014,475000,18776,Petrol,,Manual,First,17.8,1198,86.7,,5,Jaipur
Honda Amaze S i-Vtech,2016,475000,6714,Petrol,,Manual,First,18,1198,86.7,,5,Jaipur
BMW 3 Series 320i,2009,950000,40000,Petrol,,Automatic,Second,12.05,1995,154,,5,Pune
Maruti Ritz LDi,2011,377000,88539,Diesel,,Manual,First,23.2,1248,73.94,,5,Coimbatore
Honda City 1.5 S MT,2012,425000,65055,Petrol,,Manual,Second,17,1497,118,,5,Delhi
BMW 3 Series 320d Sport Line,2014,1990000,23000,Diesel,,Automatic,First,18.88,1995,184,,5,Mumbai
Volkswagen Jetta 2007-2011 1.9 TDI Trendline,2009,400000,60000,Diesel,,Manual,First,15,1896,105,,5,Chennai
Maruti Swift Dzire LXI,2013,416000,59350,Petrol,,Manual,First,19.1,1197,85.8,,5,Kochi
Jaguar XF 2.2 Litre Executive,2015,3800000,19000,Diesel,,Automatic,Second,16.36,2179,187.7,,5,Bangalore
Hyundai Xcent 1.2 Kappa AT SX Option,2016,634000,45560,Petrol,,Automatic,First,16.9,1197,82,,5,Kochi
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2009,450000,118000,Diesel,,Manual,First,12.8,2494,102,,8,Pune
Maruti Eeco 7 Seater Standard,2016,375000,55000,Petrol,,Manual,First,15.1,1196,73,,7,Chennai
Audi A4 New 2.0 TDI Multitronic,2012,1020000,60000,Diesel,,Automatic,Second,15.2,1968,140.8,,5,Delhi
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2007,500000,145000,Diesel,,Manual,First,12.8,2494,102,,8,Chennai
Maruti Grand Vitara MT,2008,395000,46810,Petrol,,Manual,First,9.8,1995,163.5,,5,Mumbai
Volkswagen Vento 1.5 TDI Highline,2016,975000,62767,Diesel,,Manual,First,20.34,1498,103.2,,5,Coimbatore
Hyundai Elite i20 Petrol Asta,2018,793000,18553,Petrol,,Manual,First,18.6,1197,81.86,,5,Kochi
Ford Fiesta Classic 1.4 Duratorq CLXI,2011,210000,143143,Diesel,,Manual,First,17.8,1399,67,,5,Hyderabad
Mitsubishi Pajero Sport 4X4,2015,1642000,53497,Diesel,,Manual,First,13.5,2477,175.56,,7,Coimbatore
Hyundai Santa Fe 4X4,2011,890000,148000,Diesel,,Manual,Second,14.66,2199,194.3,,7,Bangalore
Mahindra XUV500 W8 2WD,2012,721000,95000,Diesel,,Manual,First,15.1,2179,140,,7,Pune
Toyota Innova 2.5 V Diesel 8-seater,2015,1350000,100000,Diesel,,Manual,First,12.8,2494,102,,8,Chennai
Mercedes-Benz GLE 350d,2016,6500000,29000,Diesel,,Automatic,First,11.57,2987,254.79,,5,Chennai
Mahindra Scorpio 2009-2014 SLE 7S BSIV,2014,740000,87000,Diesel,,Manual,First,12.05,2179,120,,7,Bangalore
Honda City 1.5 S AT,2014,515000,56838,Petrol,,Automatic,First,16.8,1497,118,,5,Kochi
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,2013,3200000,100000,Diesel,,Automatic,First,12,2987,224,,7,Pune
Honda City 1.5 S MT,2011,325000,125000,Petrol,,Manual,First,17,1497,118,,5,Kolkata
Maruti Wagon R VXI AMT,2017,395000,17000,Petrol,,Automatic,First,22.5,998,67,,5,Kolkata
Tata Indigo eCS GLE BSIII,2013,150000,70000,Petrol,,Manual,Second,15.4,1193,65,,5,Pune
Hyundai i20 2015-2017 1.2 Asta with AVN,2010,300000,50000,Petrol,,Manual,Second,17,1197,80,,5,Pune
Honda Jazz Active,2010,199000,39800,Petrol,,Manual,First,16,1198,90,,5,Kolkata
Maruti A-Star Lxi,2010,135000,60000,Petrol,,Manual,First,19,998,66.1,,5,Kolkata
BMW 3 Series 320d Highline,2009,1350000,58000,Diesel,,Automatic,First,16.07,1995,181,,5,Hyderabad
Skoda Yeti Elegance,2010,699000,110009,Diesel,,Manual,First,17.67,1968,138.08,,5,Hyderabad
Nissan Terrano XV Premium 110 PS,2013,850000,85000,Diesel,,Manual,First,19.01,1461,108.5,,5,Hyderabad
Volkswagen Polo Diesel Comfortline 1.2L,2010,289000,84000,Diesel,,Manual,Second,22.07,1199,73.9,,5,Pune
BMW 3 Series 320d,2011,1050000,51000,Diesel,,Automatic,First,22.69,1995,190,,5,Mumbai
Nissan Sunny 2011-2014 XL,2013,397000,68880,Petrol,,Manual,First,16.95,1498,97.7,,5,Kochi
Maruti Alto K10 VXI AGS,2017,425000,5500,Petrol,,Automatic,First,24.07,998,67.1,,5,Chennai
Maruti Ritz ZXI,2016,617000,40052,Petrol,,Manual,First,21.1,1197,85.8,,5,Coimbatore
Audi Q5 30 TDI quattro Premium Plus,2016,3872000,47293,Diesel,,Automatic,First,14.16,1968,174.3,,5,Coimbatore
Hyundai Verna CRDi SX,2013,650000,79663,Diesel,,Manual,First,16.8,1493,110,,5,Hyderabad
Honda Amaze S i-Dtech,2013,425000,63000,Diesel,,Manual,Second,25.8,1498,98.6,,5,Jaipur
Honda City i DTEC SV,2014,475000,45000,Diesel,,Manual,First,26,1498,98.6,,5,Kolkata
Toyota Fortuner TRD Sportivo 2.8 2WD AT,2014,1771000,56501,Diesel,,Automatic,First,12.9,2755,174.5,,7,Kochi
Volkswagen Vento 1.5 TDI Highline,2015,585000,58000,Diesel,,Manual,First,20.34,1498,103.2,,5,Jaipur
BMW 5 Series 520d Luxury Line,2011,1727000,51602,Diesel,,Automatic,First,22.48,1995,190,,5,Coimbatore
BMW 3 Series 320d Sedan,2007,925000,74199,Diesel,,Automatic,First,16.07,1995,181,,5,Hyderabad
Hyundai Creta 1.6 SX Plus Petrol Automatic,2017,1275000,25000,Petrol,,Automatic,First,13,1591,121.3,,5,Ahmedabad
BMW 3 Series Luxury Line,2016,2700000,70000,Diesel,,Automatic,Second,21.76,1995,190,,5,Pune
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2013,2100000,25000,Diesel,,Automatic,Second,14.84,2143,167.62,,5,Bangalore
Maruti Swift Dzire VDI,2017,795000,22000,Diesel,,Manual,First,26.59,1248,74,,5,Hyderabad
Maruti Celerio ZXI,2015,450000,47020,Petrol,,Manual,Second,23.1,998,67.04,,5,Hyderabad
BMW 3 Series 320d GT Luxury Line,2017,3375000,8000,Diesel,,Automatic,First,19.59,1995,187.74,,5,Mumbai
Audi Q7 4.2 TDI Quattro Technology,2010,1751000,73000,Diesel,,Automatic,First,11.33,4134,335.2,,7,Delhi
Honda Jazz V,2017,680000,36973,Petrol,,Manual,First,18.2,1199,88.7,,5,Kochi
Tata Nano Cx BSIV,2014,168000,42083,Petrol,,Manual,First,25.4,624,37.48,,4,Coimbatore
Maruti Alto 800 2016-2019 LXI,2016,290000,61000,Petrol,,Manual,First,24.7,796,47.3,,5,Chennai
Maruti Wagon R VXI,2014,316000,43628,Petrol,,Manual,First,22.5,998,67.04,,5,Mumbai
Hyundai Xcent 1.1 CRDi Base,2014,390000,60000,Diesel,,Manual,First,24.4,1120,71,,5,Jaipur
Chevrolet Beat LT,2010,195000,54000,Petrol,,Manual,Second,17.8,1199,76.8,,5,Delhi
Jaguar XF 2.2 Litre Luxury,2015,2652000,27001,Diesel,,Automatic,First,16.36,2179,187.7,,5,Kochi
Volkswagen Passat Diesel Highline 2.0 TDI,2010,900000,52000,Diesel,,Automatic,First,18.33,1968,167.7,,5,Chennai
Hyundai i20 Asta 1.4 CRDi,2012,450000,80000,Diesel,,Manual,First,21.27,1396,88.76,,5,Hyderabad
Mitsubishi Pajero 2.8 SFX,2008,875000,160000,Diesel,,Manual,First,10.5,2835,107.2,,6,Chennai
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,1150000,3300,Diesel,,Automatic,First,24.3,1248,88.5,,5,Chennai
Maruti Alto K10 LXI,2016,300000,35027,Petrol,,Manual,First,24.07,998,67.1,,5,Delhi
Hyundai EON Magna Plus,2015,379000,26568,Petrol,,Manual,First,21.1,814,55.2,,5,Coimbatore
Maruti Ciaz VDi Plus SHVS,2015,600000,59000,Diesel,,Manual,First,28.09,1248,88.5,,5,Ahmedabad
Hyundai Creta 1.6 CRDi SX Option,2016,1325000,51000,Diesel,,Manual,First,19.67,1582,126.2,,5,Bangalore
Skoda Superb Ambition 2.0 TDI CR AT,2012,800000,56400,Diesel,,Automatic,First,17.2,1968,138.1,,5,Delhi
Volkswagen Polo 1.5 TDI Highline,2015,580000,80000,Diesel,,Manual,First,20.14,1498,88.8,,5,Hyderabad
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,1350000,107000,Diesel,,Manual,Second,12.99,2494,100.6,,7,Hyderabad
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,2014,2500000,100000,Diesel,,Automatic,First,14.21,2143,203,,5,Pune
Volkswagen Polo 1.5 TDI Highline,2016,549000,59998,Diesel,,Manual,First,20.14,1498,88.8,,5,Kochi
Audi Q3 2.0 TDI,2013,1900000,105000,Diesel,,Automatic,First,17.32,1968,150,,5,Hyderabad
Hyundai i20 1.2 Magna,2011,250000,36000,Petrol,,Manual,First,18.5,1197,80,,5,Kolkata
Hyundai i10 Sportz 1.1L,2015,300000,24350,Petrol,,Manual,Second,19.81,1086,68.05,,5,Kolkata
Tata Tigor 1.05 Revotorq XT,2018,664000,28973,Diesel,,Manual,First,24.7,1047,69,,5,Kochi
Hyundai EON Era,2017,321000,8243,Petrol,,Manual,First,21.1,814,55.2,,5,Kochi
Hyundai Santro Xing GLS,2009,155000,136642,Petrol,,Manual,Second,17.92,1086,62.1,,5,Chennai
Hyundai Santro Xing GLS,2011,259000,60000,Petrol,,Manual,First,17.92,1086,62.1,,5,Hyderabad
Mahindra Scorpio SLX,2008,400000,100000,Diesel,,Manual,Second,12.7,2609,120,,8,Chennai
Honda City i-VTEC S,2010,387000,48689,Petrol,,Manual,First,17.4,1497,117.3,,5,Jaipur
Maruti Vitara Brezza ZDi,2017,975000,45000,Diesel,,Manual,First,24.3,1248,88.5,,5,Bangalore
Audi A4 35 TDI Technology Edition,2019,3291000,38163,Diesel,,Automatic,First,17.11,1968,174.33,,5,Kochi
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,2011,1675000,43800,Diesel,,Automatic,Second,14.21,2143,203,,5,Chennai
Honda Civic 2006-2010 1.8 MT Sport,2007,190000,92000,Petrol,,Manual,First,13.5,1799,130,,5,Jaipur
Hyundai i20 Magna 1.2,2017,659000,14064,Petrol,,Manual,First,18.6,1197,81.83,,5,Kochi
Audi Q3 35 TDI Quattro Premium Plus,2017,3193000,42366,Diesel,,Automatic,First,15.73,1968,174.33,,5,Coimbatore
Honda City i DTEC VX,2014,725000,76551,Diesel,,Manual,First,25.1,1498,98.6,,5,Jaipur
Hyundai i10 Era 1.1 iTech SE,2008,190000,72672,Petrol,,Manual,First,19.81,1086,68.05,,5,Pune
Maruti Swift VDI BSIV,2015,355000,45000,Diesel,,Manual,First,25.2,1248,74,,5,Kolkata
Ford Endeavour 3.0L 4X4 AT,2012,925000,91696,Diesel,,Automatic,First,11.4,2953,153.86,,7,Hyderabad
Ford Ikon 1.3 Flair,2009,165000,66484,Petrol,,Manual,First,13.8,1299,70,,5,Kochi
BMW X1 sDrive 20d xLine,2019,3664000,15456,Diesel,,Automatic,First,20.68,1995,190,,5,Coimbatore
Mercedes-Benz E-Class 2009-2013 E250 CDI Classic,2011,1600000,55000,Diesel,,Automatic,Second,14.21,2143,203,,5,Mumbai
Maruti Eeco 5 STR With AC Plus HTR CNG,2019,538000,21112,CNG,,Manual,First,15.1,1196,73,,5,Kochi
Honda Amaze S i-Dtech,2014,435000,61297,Diesel,,Manual,First,25.8,1498,98.6,,5,Ahmedabad
Maruti Zen LXi - BS III,2006,120000,80000,Petrol,,Manual,Second,17.3,993,60,,5,Hyderabad
Hyundai i20 Magna,2013,410000,59000,Petrol,,Manual,Second,18.5,1197,80,,5,Jaipur
BMW X5 3.0d,2009,1875000,150000,Diesel,,Automatic,First,11,2993,235,,5,Chennai
Hyundai Creta 1.6 CRDi SX Option,2017,1378000,60083,Diesel,,Manual,First,19.67,1582,126.2,,5,Coimbatore
Maruti Swift Dzire LDI,2016,400000,85450,Diesel,,Manual,First,26.59,1248,74,,5,Kolkata
Maruti Swift VDI,2013,433000,88000,Diesel,,Manual,First,22.9,1248,74,,5,Jaipur
Hyundai Grand i10 1.2 CRDi Asta,2015,543000,81828,Diesel,,Manual,First,24,1186,73.97,,5,Kochi
Ford Figo Aspire 1.2 Ti-VCT Trend,2016,490000,18000,Petrol,,Manual,First,18.16,1196,86.8,,5,Mumbai
BMW X5 X5 M,2017,7000000,15000,Diesel,,Automatic,First,15.97,2993,258,,5,Chennai
Mercedes-Benz New C-Class C 220 CDI Celebration Edition,2016,2550000,34000,Diesel,,Automatic,First,11.78,2143,167.62,,5,Kolkata
Hyundai Grand i10 AT Asta,2015,510000,46000,Petrol,,Automatic,First,18.9,1197,82,,5,Ahmedabad
Hyundai Verna 1.6 SX CRDi (O),2013,670000,48158,Diesel,,Manual,First,22.32,1582,126.32,,5,Hyderabad
BMW 5 Series 525d Sedan,2013,2650000,93000,Diesel,,Automatic,First,16.73,2993,218,,5,Hyderabad
Nissan Micra Diesel XV Premium,2013,390000,71007,Diesel,,Manual,First,23.08,1461,63.1,,5,Ahmedabad
Maruti SX4 ZXI MT BSIV,2010,270000,63067,Petrol,,Manual,Second,15.5,1586,103.3,,5,Pune
Tata Manza Aura Quadrajet BS IV,2011,295000,70259,Diesel,,Manual,First,21.12,1248,88.8,,5,Hyderabad
Audi A4 2.0 TDI Multitronic,2015,2300000,13000,Diesel,,Automatic,First,16.55,1968,140,,5,Ahmedabad
Maruti Swift Ldi BSIV,2009,249000,140000,Diesel,,Manual,Second,17.8,1248,75,,5,Pune
Maruti Swift LDI Optional,2015,450000,130000,Diesel,,Manual,First,25.2,1248,74,,5,Jaipur
Toyota Corolla Altis Diesel D4DJ,2011,450000,89401,Diesel,,Manual,First,21.43,1364,87.2,,5,Delhi
Honda Jazz 1.5 VX i DTEC,2015,690000,67000,Diesel,,Manual,First,27.3,1498,98.6,,5,Hyderabad
BMW 6 Series 650i Coupe,2010,2072000,65329,Petrol,,Automatic,First,7.94,4395,450,,4,Kochi
Skoda Fabia 1.2 Petrol Active,2010,221000,72000,Petrol,,Manual,First,16.25,1198,73.9,,5,Jaipur
Fiat Siena 1.2 ELX,2001,55000,70000,Petrol,,Manual,Third,0,1242,74,,5,Jaipur
Land Rover Freelander 2 HSE,2011,1390000,82000,Diesel,,Automatic,Second,12.35,2179,187.74,,5,Mumbai
Ford Fiesta 1.6 ZXi Duratec,2010,146000,85000,Petrol,,Manual,First,15.3,1596,101,,5,Pune
Hyundai Verna SX CRDi AT,2012,600000,83000,Diesel,,Automatic,First,19.08,1582,126.32,,5,Pune
Renault KWID 1.0 RXT Optional,2016,300000,26000,Petrol,,Manual,First,21.7,999,67,,5,Jaipur
Tata Indica Vista Quadrajet 90 ZX Plus,2012,350000,27000,Diesel,,Manual,First,22.3,1248,88.8,,5,Delhi
Hyundai i20 Active 1.4 SX,2018,759000,37746,Diesel,,Manual,First,21.19,1396,88.73,,5,Kochi
Maruti SX4 Zxi BSIII,2009,199000,63274,Petrol,,Manual,Second,15,1586,104.68,,5,Mumbai
Renault KWID RXT,2016,380000,25000,Petrol,,Manual,First,25.17,799,53.3,,5,Hyderabad
Mahindra Xylo E4 ABS BS III,2013,400000,197000,Diesel,,Manual,First,11.68,2498,112,,7,Bangalore
Hyundai EON D Lite Plus,2013,295000,45010,Petrol,,Manual,Second,21.1,814,55.2,,5,Bangalore
Honda Amaze VX i-DTEC,2013,375000,75348,Diesel,,Manual,First,25.8,1498,98.6,,5,Delhi
Volkswagen Polo Diesel Highline 1.2L,2010,250000,90110,Diesel,,Manual,First,22.07,1199,73.9,,5,Kolkata
Honda City 1.5 V MT,2011,375000,102013,Petrol,,Manual,First,17,1497,118,,5,Pune
Toyota Fortuner 4x2 AT,2015,2200000,36000,Diesel,,Automatic,First,12.55,2982,168.5,,7,Pune
Honda Amaze E i-Vtech,2017,614000,37578,Petrol,,Manual,First,18,1198,86.7,,5,Kochi
BMW 1 Series 118d Base,2015,1600000,46001,Diesel,,Automatic,First,20.58,1995,143,,5,Pune
Maruti Celerio VXI AT,2014,375000,46559,Petrol,,Automatic,First,23.1,998,67.04,,5,Hyderabad
Toyota Innova 2.5 GX (Diesel) 8 Seater,2015,1175000,48000,Diesel,,Manual,First,12.99,2494,100.6,,8,Mumbai
Jaguar XF 2.2 Litre Luxury,2013,2400000,46000,Diesel,,Automatic,Second,16.36,2179,187.7,,5,Pune
Honda WRV i-VTEC VX,2017,890000,15000,Petrol,,Manual,First,17.5,1199,88.7,,5,Hyderabad
BMW X1 sDrive20d,2012,1000000,85000,Diesel,,Automatic,Third,17.05,1995,184,,5,Chennai
Skoda Rapid 1.6 MPI AT Elegance,2014,555000,32000,Petrol,,Automatic,First,14.3,1598,103.5,,5,Mumbai
Volkswagen Vento 1.6 Comfortline,2012,359000,60818,Petrol,,Manual,First,16.09,1598,103.5,,5,Kochi
